Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,WS,OBPM,DBPM,BPM,VORP
49,Eric Bledsoe,PG,27,PHO,66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,0.118,5.349333333,3.7,-0.4,3.3,2.9
53,Devin Booker,SG,20,PHO,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,0.035,1.990625,0.4,-2.7,-2.3,-0.2
77,Tyson Chandler,C,34,PHO,47,1298,16.6,0.703,0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,0.151,4.083291667,-0.7,0.3,-0.3,0.5
79,Marquese Chriss,PF,19,PHO,82,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,0.05,1.815625,-1.6,0,-1.6,0.2
116,Jared Dudley,PF,31,PHO,64,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,1.1,0.7,0.064,1.816,-0.1,-0.1,-0.3,0.6
120,Jarell Eddie,SF,25,PHO,5,62,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.054,0.06975,-1.5,-5.9,-7.3,-0.1
223,John Jenkins,SG,25,PHO,4,13,17.3,0.595,0.4,0.4,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0.167,0.045229167,1.4,-5.5,-4.1,0
236,Derrick Jones,SF,19,PHO,32,545,12,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,0.098,1.112708333,-0.5,-0.6,-1.1,0.1
247,Brandon Knight,SG,25,PHO,54,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,0.1,0.2,0.015,0.35625,-1.4,-3,-4.5,-0.7
260,Alex Len,C,23,PHO,77,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,0.091,2.9575,-3,1.3,-1.7,0.1
305,Elijah Millsap,SG,29,PHO,2,23,-3.4,0.19,0.286,0.286,13.8,14.6,14.2,5.6,0,0,20.2,18,-0.1,0,-0.233,-0.111645833,-10,-3.3,-13.2,-0.1
367,Ronnie Price,PG,33,PHO,14,134,5.9,0.272,0.708,0.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9,-0.1,0.1,0.002,0.005583333,-3.2,0.8,-2.4,0
434,P.J. Tucker,SF,31,PHO,57,1627,10.6,0.517,0.384,0.218,6.1,17,11.4,6.1,2.5,0.7,11.8,11.3,1,1.3,0.069,2.3388125,-0.7,1.5,0.8,1.2
438,Tyler Ulis,PG,21,PHO,61,1123,13,0.474,0.181,0.162,1.9,7.5,4.6,30.5,2,0.4,14.1,20.3,0.3,0.4,0.029,0.678479167,-1.5,-2.5,-4,-0.6
454,T.J. Warren,SF,23,PHO,66,2048,15.6,0.539,0.12,0.189,6.5,11.7,9,5.8,1.8,1.5,6.1,19.2,3,1.1,0.096,4.096,0.2,-0.5,-0.3,0.9
464,Alan Williams,C,24,PHO,47,708,19.5,0.547,0.004,0.419,14,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,0.142,2.0945,-1.8,0.1,-1.7,0.1
10,Al-Farouq Aminu,SF,26,POR,61,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,-0.1,2,0.051,1.8838125,-2.3,1.2,-1.1,0.4
88,Pat Connaughton,SG,24,POR,39,316,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13,0.4,0.2,0.09,0.5925,-0.9,-1.6,-2.5,0
92,Allen Crabbe,SG,24,POR,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,0.089,4.179291667,0.3,-1.3,-1,0.6
102,Ed Davis,PF,27,POR,46,789,11.5,0.563,0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12,1,0.7,0.104,1.7095,-2.2,0.1,-2.1,0
173,Maurice Harkless,SF,23,POR,77,2223,13.1,0.57,0.311,0.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,0.091,4.2144375,0,0.7,0.7,1.5
257,Jake Layman,SF,22,POR,35,249,4.9,0.404,0.573,0.191,2.7,8,5.3,6.2,1.8,1,10.2,19,-0.4,0.1,-0.054,-0.280125,-4.7,-2.7,-7.4,-0.3
262,Meyers Leonard,PF,24,POR,74,1222,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,0.053,1.349291667,-2.1,-1.3,-3.3,-0.4
266,Damian Lillard,PG,26,POR,75,2694,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,0.185,10.383125,6.4,-2,4.3,4.3
288,C.J. McCollum,SG,25,POR,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18,1.3,1.2,9.9,27.5,6.2,1.4,0.131,7.63075,3.2,-2.3,1,2.1
321,Shabazz Napier,PG,25,POR,53,512,13.6,0.533,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.06,0.64,-0.9,-1.3,-2.2,0
333,Jusuf Nurkic,C,22,POR,20,584,21.1,0.545,0.004,0.411,12.3,27.1,19.7,17.7,2.1,5.2,18.2,25.7,0.4,1,0.116,1.411333333,-1.1,3.8,2.7,0.7
358,Mason Plumlee,C,26,POR,54,1516,18.9,0.552,0.011,0.507,8.7,22.9,15.8,21.4,1.6,3.3,14,18.3,2.8,1.8,0.147,4.64275,0.3,2.8,3.1,2
